Code,Problem Name,Obj Value
opt,classical_40_67,-0.0876
opt,classical_40_68,-0.0941
opt,classical_40_69,-0.0876
opt,classical_40_7,-0.0882
opt,classical_40_70,-0.0854
opt,classical_40_71,-0.0812
opt,classical_40_72,-0.0818
opt,classical_40_73,-0.0773
opt,classical_40_74,-0.0856
opt,classical_40_75,-0.093
opt,classical_40_76,-0.0895
opt,classical_40_77,-0.0902
opt,classical_40_78,-0.0887
opt,classical_40_79,-0.0811
opt,classical_40_8,-0.0938
opt,classical_40_80,-0.0798
opt,classical_40_81,-0.0925
opt,classical_40_82,-0.0842
opt,classical_40_83,-0.0883
opt,classical_40_84,-0.0947
opt,classical_40_85,-0.0983
opt,classical_40_86,-0.0881
opt,classical_40_87,-0.0976
opt,classical_40_88,-0.0952
opt,classical_40_89,-0.0797
opt,classical_40_9,-0.0862
opt,classical_40_90,-0.0855
opt,classical_40_91,-0.0851
opt,classical_40_92,-0.0858
opt,classical_40_93,-0.083
opt,classical_40_94,-0.0827
opt,classical_40_95,-0.082
opt,classical_40_96,-0.088
opt,classical_40_97,-0.0842
opt,classical_40_98,-0.0884
opt,classical_40_99,-0.0975
opt,classical_50_0,-0.0907
opt,classical_50_1,-0.0948
opt,classical_50_10,-0.0887
opt,classical_50_11,-0.0905
opt,classical_50_12,-0.0954
opt,classical_50_13,-0.0912
opt,classical_50_14,-0.0894
opt,classical_50_15,-0.0891
opt,classical_50_16,-0.0914
opt,classical_50_17,-0.0838
opt,classical_50_18,-0.0886
opt,classical_50_19,-0.1003
opt,classical_50_2,-0.0905
opt,classical_50_20,-0.0853
opt,classical_50_21,-0.093
opt,classical_50_22,-0.0942
opt,classical_50_23,-0.0997
opt,classical_50_24,-0.0899
opt,classical_50_25,-0.0863
opt,classical_50_26,-0.1018
opt,classical_50_27,-0.0815
opt,classical_50_28,-0.0896
opt,classical_50_29,-0.0899
opt,classical_50_3,-0.088
opt,classical_50_30,-0.1018
opt,classical_50_31,-0.0837
opt,classical_50_32,-0.0868
opt,classical_50_33,-0.0878
opt,classical_50_34,-0.0835
opt,classical_50_35,-0.0879
opt,classical_50_36,-0.0975
opt,classical_50_37,-0.096
opt,classical_50_38,-0.092
opt,classical_50_39,-0.0894
opt,classical_50_4,-0.092
opt,classical_50_40,-0.0872
opt,classical_50_41,-0.0912
opt,classical_50_42,-0.093
opt,classical_50_43,-0.0942
opt,classical_50_44,-0.086
opt,classical_50_45,-0.0928
opt,classical_50_46,-0.0821
opt,classical_50_47,-0.0859
opt,classical_50_48,-0.0965
opt,classical_50_49,-0.1013
opt,classical_50_5,-0.0867
opt,classical_50_50,-0.0903
opt,classical_50_51,-0.0826
opt,classical_50_52,-0.0906
opt,classical_50_53,-0.0928
opt,classical_50_54,-0.0962
opt,classical_50_55,-0.0838
opt,classical_50_56,-0.0948
opt,classical_50_57,-0.103
opt,classical_50_58,-0.0968
best,classical_50_59,-0.0947
opt,classical_50_6,-0.0924
opt,classical_50_60,-0.0911
opt,classical_50_61,-0.0984
opt,classical_50_62,-0.0886
opt,classical_50_63,-0.094
opt,classical_50_64,-0.0962
opt,classical_50_65,-0.0901
opt,classical_50_66,-0.0909
opt,classical_50_67,-0.0826
opt,classical_50_68,-0.0918
opt,classical_50_69,-0.0866
opt,classical_50_7,-0.0906
opt,classical_50_70,-0.0924
opt,classical_50_71,-0.0874
opt,classical_50_72,-0.0891
opt,classical_50_73,-0.1021
opt,classical_50_74,-0.0889
opt,classical_50_75,-0.1075
opt,classical_50_76,-0.0864
opt,classical_50_77,-0.0947
opt,classical_50_78,-0.0956
opt,classical_50_79,-0.0899
opt,classical_50_8,-0.0881
opt,classical_50_80,-0.0879
opt,classical_50_81,-0.0831
opt,classical_50_82,-0.0949
opt,classical_50_83,-0.0842
opt,classical_50_84,-0.0953
opt,classical_50_85,-0.0874
opt,classical_50_86,-0.0863
opt,classical_50_87,-0.092
opt,classical_50_88,-0.0868
opt,classical_50_89,-0.0895
opt,classical_50_9,-0.0864
opt,classical_50_90,-0.093
opt,classical_50_91,-0.085
opt,classical_50_92,-0.099
opt,classical_50_93,-0.0869
opt,classical_50_94,-0.0862
opt,classical_50_95,-0.0913
opt,classical_50_96,-0.0905
opt,classical_50_97,-0.0814
opt,classical_50_98,-0.0909
opt,classical_50_99,-0.0877
opt,clay0203h,41573.30176
opt,clay0203m,41573.26252
opt,clay0204h,6545
opt,clay0204m,6545
opt,clay0205h,8092.5
opt,clay0205m,8092.5
opt,clay0303h,26669.13374
opt,clay0303m,26669.10957
opt,clay0304h,40262.42384
opt,clay0304m,40262.38753
opt,clay0305h,8092.5
opt,clay0305m,8092.5
opt,cls.T90.C2.F1000.S2,56895
opt,cls.T90.C2.F250.S3,19232
opt,cls.T90.C3.F250.S5,18153
opt,cls.T90.C3.F500.S1,244905
opt,cls.T90.C4.F1000.S2,33807
opt,cls.T90.C4.F500.S4,21057
opt,cls.T90.C5.F500.S1,19558
opt,cls.T90.C5.F500.S2,20839
opt,cnr_heur2_mip1,59989352
opt,co-100,2639940
opt,cod105r,-11
opt,cod83r,-19
bestdual,contvar,415271.6266
best,contvar,809149.8272
opt,core2536-691,689
best,core4872-1529,1537
inf,counting-easier-fphp-012-010.sat05-1214.reshuffled-07,
inf,counting-easier-php-012-010.sat05-1172.reshuffled-07,
opt,county04-normal-bicrit,390137
opt,cov1075,20
opt,cov954,30
opt,cpa_ilpi_mip.17,15915379.9
opt,cpa_ilpi_mip.3,9223953.52
opt,cracpb1,22199
best,crossdock_15x7,14409
bestdual,crossdock_15x7,12009
bestdual,crossdock_15x8,13155
best,crossdock_15x8,15595
opt,crudeoil_lee1_05,79.75
opt,crudeoil_lee1_06,79.75
opt,crudeoil_lee1_07,79.75
opt,crudeoil_lee1_08,79.75
opt,crudeoil_lee1_09,79.75
opt,crudeoil_lee1_10,79.75
opt,crudeoil_lee2_05,96.169875
opt,crudeoil_lee2_06,101.1745663
opt,crudeoil_lee2_07,101.1745663
opt,crudeoil_lee2_08,101.1745663
opt,crudeoil_lee2_09,101.1745663
opt,crudeoil_lee2_10,101.1745663
opt,crudeoil_lee3_05,85.44891308
opt,crudeoil_lee3_06,85.44891308
opt,crudeoil_lee3_07,85.44891308
best,crudeoil_lee3_08,85.44891308
bestdual,crudeoil_lee3_08,85.53644856
best,crudeoil_lee3_09,85.44891308
bestdual,crudeoil_lee3_09,86.25
best,crudeoil_lee3_10,85.44891308
bestdual,crudeoil_lee3_10,86.43333343
opt,crudeoil_lee4_05,132.5476009
opt,crudeoil_lee4_06,132.5476009
opt,crudeoil_lee4_07,132.5476009
opt,crudeoil_lee4_08,132.5476009
opt,crudeoil_lee4_09,132.5476009
opt,crudeoil_lee4_10,132.5476009
best,crudeoil_li01,5122.564501
bestdual,crudeoil_li01,5175.85102
best,crudeoil_li02,101567417.2
bestdual,crudeoil_li02,102592000
best,crudeoil_li03,3483.645795
bestdual,crudeoil_li03,3551.3
best,crudeoil_li05,3129.840616
bestdual,crudeoil_li05,3354.22
best,crudeoil_li06,3355
bestdual,crudeoil_li06,3355.006755
bestdual,crudeoil_li11,4735.59
best,crudeoil_li11,4671.935458
bestdual,crudeoil_li21,4877.543782
best,crudeoil_li21,4799.501646
opt,csched010,408
opt,csched1,-30639.25785
opt,csched1a,-30430.17682
bestdual,csched2,-1023470
best,csched2,-166101.9964
best,csched2a,-165398.7013
bestdual,csched2a,-2103423.794
opt,d10200,12430
best,d15900,55413
best,d20200,12301
opt,d3s0,729
opt,d493,33095
opt,dano3_3,576.3446
opt,dano3_4,576.4352
opt,dano3_5,576.9249
best,dano3mip,687.7333
inf,dano3mip_inf,
opt,danoint,65.6667
inf,danoint_inf,
best,data_2g_1010_824.dimacs,-6407294
opt,data_2g_44_1601.dimacs,-954077
opt,data_2g_55_62.dimacs,-1484348
opt,data_2g_66_66.dimacs,-2865560
opt,data_2g_77_77.dimacs,-3282435
best,data_2g_88_88.dimacs,-5935341
best,data_2g_99_9211.dimacs,-4589769
opt,data_2pm_44_44.dimacs,-13
opt,data_2pm_55_55.dimacs,-20
opt,data_2pm_66_66.dimacs,-29
best,data_2pm_77_777.dimacs,-39
best,data_2pm_88_888.dimacs,-55
best,data_2pm_99_999.dimacs,-63
opt,data_3g_234_234.dimacs,-1952753
opt,data_3g_244_244.dimacs,-2725383
opt,data_3g_333_333.dimacs,-1882389
opt,data_3g_334_334.dimacs,-3410696
best,data_3g_344_344.dimacs,-5267170
best,data_3g_444_444.dimacs,-7274188
opt,data_3pm_234_234.dimacs,-20
opt,data_3pm_244_244.dimacs,-28
opt,data_3pm_333_333.dimacs,-26
best,data_3pm_334_334.dimacs,-35
best,data_3pm_344_344.dimacs,-45
best,data_3pm_444_444.dimacs,-62
opt,data_clique_20.dimacs,147
opt,data_clique_30.dimacs,495
best,data_clique_40.dimacs,1183
best,data_clique_50.dimacs,2312
best,data_clique_60.dimacs,3990
best,data_clique_70.dimacs,6348
opt,david.stab,36
opt,dc1c,1767900
best,dc1l,1770589.36
opt,dcmulti,188182
inf,dcmulti_inf,
best,deb10,209.4278116
best,deb6,201.7393049
best,deb7,116.5845592
best,deb8,116.5845592
best,deb9,116.5845592
opt,dell_minULR,1
opt,demo7,-1589042.386
bestdual,densitymod,0
best,densitymod,0.1403193758
opt,dev,28
opt,dev2,32
opt,dev3,28
opt,dfn-gwin-UUM,38752
opt,dfn3orig,67143.015
opt,dfn6_cost,900
opt,dg012142,2300870
inf,diamond,
opt,disctom,-5000
opt,disj_conj_rail,1324.4356
opt,dispatch,3155.287927
opt,dln,22.8681
best,dolom1,11684384
best,dosemin2d,173.9805825
best,dosemin3d,1.324013255
opt,ds,93.52
best,ds-big,357.2372
opt,dsbmip,-305.1982
opt,du-opt,3.556340052
opt,du-opt5,8.07365758
opt,e05100,12681
opt,e10100,11577
opt,e15900,102421
opt,e201600,180645
opt,echocardiogram_q,6
opt,edgecross10-010,1
opt,edgecross10-020,11
opt,edgecross10-030,52
opt,edgecross10-040,142
opt,edgecross10-050,276
opt,edgecross10-060,459
opt,edgecross10-070,717
opt,edgecross10-080,1037
opt,edgecross10-090,1387
opt,edgecross14-019,4
opt,edgecross14-039,109
opt,edgecross14-058,353
best,edgecross14-078,725
bestdual,edgecross14-078,666.625
best,edgecross14-098,1355
bestdual,edgecross14-098,1102.023717
best,edgecross14-117,1973
bestdual,edgecross14-117,1651.480336
bestdual,edgecross14-137,2615.5
best,edgecross14-137,2874
bestdual,edgecross14-156,3963.489874
best,edgecross14-156,4310
opt,edgecross14-176,5875
opt,edgecross20-040,57
bestdual,edgecross20-080,334.5
best,edgecross20-080,517
opt,edgecross22-048,84
bestdual,edgecross22-096,418.1713562
best,edgecross22-096,915
bestdual,edgecross24-057,152
best,edgecross24-057,178
best,edgecross24-115,1409
bestdual,edgecross24-115,476.7686626
bestdual,eg_all_s,-2.679527403
best,eg_all_s,7.657752093
best,eg_disc2_s,5.64210058
bestdual,eg_disc2_s,-7.916604957
best,eg_disc_s,5.760539616
bestdual,eg_disc_s,-7.499107133
bestdual,eg_int_s,-3.4073
best,eg_int_s,6.453103159
opt,egout,568.1007
opt,egout.mps.cuts,299.0789
opt,egout.pre,299.0071
inf,egout_inf,
opt,eil101,623
opt,eil33-2,934.0079
opt,eil76,534
opt,eilA101-2,880.92
opt,eilB101,1216.9202
opt,eilD76,885.4118
bestdual,elec100,1428.941916
best,elec100,4448.350634
best,elec200,18438.87685
bestdual,elec200,5744.635178
bestdual,elec25,90.22758027
best,elec25,243.8127603
best,elec50,1055.182315
bestdual,elec50,359.0296983
opt,elf,0.1916666667
best,emfl050_3_3,10.40140322
bestdual,emfl050_3_3,0.1407430609
best,emfl050_5_5,18.90919173
bestdual,emfl050_5_5,0
bestdual,emfl100_3_3,0.1731353408
best,emfl100_3_3,18.13254649
bestdual,emfl100_5_5,0.1088554903
best,emfl100_5_5,32.63818348
opt,enigma,0
opt,enigma.mps.cuts,0
opt,enigma.pre,0
opt,eniplac,-132117.083
inf,enlight11,
opt,enlight13,71
inf,enlight14,
inf,enlight16,
inf,enlight4,
inf,enlight5,
opt,enlight6,17
inf,enlight9,
opt,enlight_hard,37
opt,enpro48,187277.2594
opt,enpro48pb,187277.2594
opt,enpro56,263428.301
opt,enpro56pb,263428.301
inf,eq.atree.braun.7.unsat,
inf,eq.atree.braun.8.unsat,
opt,estein1_t4Nr22,0.5033
opt,estein1_t5Nr1,1.6644
opt,estein1_t5Nr21,1.8182
opt,estein4_data1,0.8014
opt,estein4_data2,1.1881
opt,estein4_data3,1.0727
opt,estein5_data1,1.0454
opt,estein5_data2,1.1932
opt,estein5_data3,1.4991
bestdual,etamac,-16.49447317
best,etamac,-15.29467564
opt,ethanolh,-157.5865321
opt,ethanolm,-157.5865321
best,ex1010-pi,238
opt,ex1221,7.667180069
opt,ex1222,1.076543083
opt,ex1223,4.579582402
opt,ex1223a,4.579582402
opt,ex1223b,4.579582402
opt,ex1224,-0.9434705
opt,ex1225,31
opt,ex1226,-17
opt,ex1233,155010.6713
opt,ex1243,83402.50641
opt,ex1244,82042.90522
opt,ex1252,128893.741
opt,ex1252a,128893.741
opt,ex1263,19.6
opt,ex1263a,19.6
opt,ex1264,8.6
opt,ex1264a,8.6
opt,ex1265,10.3
opt,ex1265a,10.3
opt,ex1266,16.3
opt,ex1266a,16.3
opt,ex14_1_1,-0
opt,ex14_1_2,0
opt,ex14_1_3,-0
best,ex14_1_4,-0
opt,ex14_1_5,-0
opt,ex14_1_6,0
opt,ex14_1_7,0
opt,ex14_1_8,0
opt,ex14_1_9,-0
opt,ex14_2_1,0
opt,ex14_2_2,0
opt,ex14_2_3,0
opt,ex14_2_4,0
opt,ex14_2_5,0
opt,ex14_2_6,0
opt,ex14_2_7,0
opt,ex14_2_8,0
opt,ex14_2_9,0
opt,ex2_1_1,-17
opt,ex2_1_10,49318.01796
opt,ex2_1_2,-213
opt,ex2_1_3,-15
opt,ex2_1_4,-11
opt,ex2_1_5,-268.0146315
opt,ex2_1_6,-39
opt,ex2_1_7,-4150.410134
opt,ex2_1_8,15639
opt,ex2_1_9,-0.375
opt,ex3,68.0097
opt,ex3_1_1,7049.248021
opt,ex3_1_2,-30665.53867
opt,ex3_1_3,-310
opt,ex3_1_4,-4
opt,ex3pb,68.00974405
opt,ex4,-8.064136165
opt,ex4_1_1,-7.487312365
opt,ex4_1_2,-663.5000966
opt,ex4_1_3,-443.6717047
bestdual,ex4_1_4,-1.16e-08
best,ex4_1_4,0
best,ex4_1_5,0
opt,ex4_1_6,7
opt,ex4_1_7,-7.5
opt,ex4_1_8,-16.73889318
opt,ex4_1_9,-5.508013271
opt,ex5_2_2_case1,-400
opt,ex5_2_2_case2,-600
opt,ex5_2_2_case3,-750
opt,ex5_2_4,-450
bestdual,ex5_2_5,-6469.677618
best,ex5_2_5,-3500
opt,ex5_3_2,1.864159459
bestdual,ex5_3_3,2.267206736
best,ex5_3_3,3.234018224
opt,ex5_4_2,7512.230145
opt,ex5_4_3,4845.462005
opt,ex5_4_4,10077.7754
best,ex6_1_1,-0.0201983117
bestdual,ex6_1_1,-0.0201992376
best,ex6_1_2,-0.0324637501
bestdual,ex6_1_2,-0.0324646907
bestdual,ex6_1_3,-0.3525025972
best,ex6_1_3,-0.3524978012
best,ex6_1_4,-0.2945412877
bestdual,ex6_1_4,-0.2945417281
best,ex6_2_10,-3.051976126
bestdual,ex6_2_10,-4.089183
best,ex6_2_11,-2.6724e-06
bestdual,ex6_2_11,-6.8478e-06
best,ex6_2_12,0.2891947485
bestdual,ex6_2_12,0.2891788723
best,ex6_2_13,-0.2162094369
bestdual,ex6_2_13,-0.2292308086
opt,ex6_2_14,-0.6953579346
bestdual,ex6_2_5,-803.7744322
best,ex6_2_5,-70.75207783
bestdual,ex6_2_6,-1.8501e-05
best,ex6_2_6,-2.6025e-06
bestdual,ex6_2_7,-4.728224249
best,ex6_2_7,-0.1608476155
bestdual,ex6_2_8,-0.0270168747
best,ex6_2_8,-0.0270063488
best,ex6_2_9,-0.0340661841
bestdual,ex6_2_9,-0.0340804013
opt,ex7_2_1,1227.226075
opt,ex7_2_2,-0.3888114343
bestdual,ex7_2_3,2249.628726
best,ex7_2_3,7049.24802
opt,ex7_2_4,3.918010226
opt,ex7_3_1,0.3417395531
opt,ex7_3_2,1.089863971
opt,ex7_3_3,0.8175290489
opt,ex7_3_4,6.274634337
best,ex7_3_5,1.20687143
bestdual,ex7_3_5,1.20570859
inf,ex7_3_6,
best,ex8_1_1,-2.021806783
best,ex8_1_2,-1.070861019
best,ex8_1_3,3
best,ex8_1_4,0
best,ex8_1_5,-1.031628453
opt,ex8_1_6,-10.0860015
best,ex8_1_7,0.0293108307
bestdual,ex8_1_7,0.029310722
opt,ex8_2_1b,-979.1782737
bestdual,ex8_2_2b,-572.3736778
best,ex8_2_2b,-552.6662562
bestdual,ex8_2_3b,-3732.632374
best,ex8_2_3b,-3731.079278
opt,ex8_2_4b,-1197.131899
best,ex8_2_5b,-830.3380652
bestdual,ex8_2_5b,-855.0546428
bestdual,ex8_3_1,-10
best,ex8_3_1,-0.8195903115
best,ex8_3_11,-0.7995719262
bestdual,ex8_3_11,-10
bestdual,ex8_3_12,-10
best,ex8_3_12,-0.9938021959
bestdual,ex8_3_13,-100
best,ex8_3_13,-43.08947815
bestdual,ex8_3_14,-100
best,ex8_3_14,-2.498638712
bestdual,ex8_3_2,-10
best,ex8_3_2,-0.4123301847
bestdual,ex8_3_3,-10
best,ex8_3_3,-0.4166030833
bestdual,ex8_3_4,-10
best,ex8_3_4,-3.579982383
bestdual,ex8_3_5,-10
best,ex8_3_5,-0.0691196701
bestdual,ex8_3_6,-9.999999981e+19
bestdual,ex8_3_7,-9.999999981e+19
best,ex8_3_7,-1.232619191
best,ex8_3_8,-3.256119092
bestdual,ex8_3_8,-10
best,ex8_3_9,-0.7630019345
bestdual,ex8_3_9,-10
bestdual,ex8_4_1,0.6185712093
best,ex8_4_1,0.6185727593
best,ex8_4_2,0.4851524869
bestdual,ex8_4_2,0.2322639251
best,ex8_4_3,0.0046497157
bestdual,ex8_4_3,0.0046455938
bestdual,ex8_4_4,0.2124590119
best,ex8_4_4,0.2124598387
bestdual,ex8_4_5,0.0003074509
best,ex8_4_5,0.000307486
bestdual,ex8_4_6,0.0007952098
best,ex8_4_6,0.001104979
bestdual,ex8_4_7,26.84648406
best,ex8_4_7,29.04730672
bestdual,ex8_4_8_bnd,3.298452891
best,ex8_4_8_bnd,3.321847314
best,ex8_5_1,-4.072e-07
best,ex8_5_2,-1.15e-08
best,ex8_5_3,-0.0041354299
best,ex8_5_4,-0.0004251471
bestdual,ex8_5_4,-0.0004260336
best,ex8_5_5,-0.0107533427
best,ex8_5_6,-0.0011673722
best,ex8_6_1,-28.42253189
bestdual,ex8_6_2,-45
best,ex8_6_2,-31.88862963
opt,ex9,81
opt,ex9_1_1,-13
opt,ex9_1_2,-16
opt,ex9_1_4,-37
opt,ex9_1_5,-1
opt,ex9_1_8,-3.25
opt,ex9_2_2,99.99996939
best,ex9_2_3,-0
bestdual,ex9_2_3,-1e-09
opt,ex9_2_4,0.5
opt,ex9_2_5,5.000000146
opt,ex9_2_6,-1
opt,ex9_2_7,17
opt,ex9_2_8,1.5
opt,fac1,160912612.4
opt,fac2,331837498.2
opt,fac3,31982309.85
bestdual,faclay20h,13073.34386
best,faclay20h,15549
bestdual,faclay25,2557.498475
best,faclay25,4618
bestdual,faclay30,3213.914387
best,faclay30,8247
best,faclay30h,45219
bestdual,faclay30h,20545.65967
bestdual,faclay33,24215.70973
best,faclay33,60839
bestdual,faclay35,23636.96998
best,faclay35,69662
best,faclay60,1562757
bestdual,faclay60,125689
bestdual,faclay70,111208
best,faclay70,1656447
best,faclay75,2483026
best,faclay80,2204098.5
opt,fast0507,174
inf,fast0507_inf,
opt,fc.30.50.4,763
opt,fc.60.20.2,584
opt,fc.60.20.7,492
best,fct,0
opt,fdesign10,1.046487648
opt,fdesign25,1.000002335
opt,fdesign50,1.000000002
opt,feedtray,-13.406
opt,feedtray2,0
opt,fiball,138
opt,fiber,405935.18
inf,fiber_inf,
opt,filter,8685.277077
opt,fin2bb,0
opt,findRoot,1
opt,findRoot.lp.gz,1
opt,fixnet3,51973
opt,fixnet4,8936
opt,fixnet6,3983
inf,fixnet6_inf,
opt,flay02h,37.94733192
opt,flay02m,37.94733192
opt,flay03h,48.98979486
opt,flay03m,48.98979486
opt,flay04h,54.40588204
opt,flay04m,54.40588203
opt,flay05h,64.49806199
opt,flay05m,64.49806199
opt,flay06h,66.9328
opt,flay06m,66.9328
inf,fled-as.sat03-1446,
inf,fled-as.sat03-1459,
inf,fled-as.sat03-1471,
opt,flowchan100,0
opt,flowchan200,0
opt,flowchan400,0
opt,flowchan50,0
opt,flugpl,1201500
opt,flugpl.mps.cuts,200700
opt,flugpl.pre,760500
inf,flugpl_inf,
opt,flugplinf_minULR,1
opt,fo7,20.72982507
opt,fo7_2,17.74934573
opt,fo7_ar25_1,23.0935676
opt,fo7_ar2_1,24.83984707
opt,fo7_ar3_1,22.51747101
opt,fo7_ar4_1,20.72982507
opt,fo7_ar5_1,17.74932941
opt,fo8,22.38189652
opt,fo8_ar25_1,28.0451814
opt,fo8_ar2_1,30.34061042
opt,fo8_ar3_1,23.91005347
opt,fo8_ar4_1,22.38189652
opt,fo8_ar5_1,22.38189652
opt,fo9,23.46428571
opt,fo9_ar25_1,32.1864
opt,fo9_ar2_1,32.625
opt,fo9_ar3_1,24.81547619
opt,fo9_ar4_1,23.46428571
opt,fo9_ar5_1,23.46428571
opt,fpsol2.i.1.stab,307
opt,fpsol2.i.2.stab,261
opt,fpsol2.i.3.stab,238
opt,fuel,8566.118962
best,fuzzy,-0.5376997537
opt,g200x740i,30086
opt,g503inf_minULR,2
opt,games120.col,9
opt,games120.stab,22
best,gams01,21380.20059
bestdual,gams01,1784.190447
best,gams02,89466860.66
bestdual,gams02,984.7042037
best,gams03,9088
bestdual,gams03,96471.71005
opt,gancns,0
bestdual,gasnet,3327325.877
best,gasnet,6999381.562
best,gasoil100,0.0052365943
bestdual,gasoil100,0
bestdual,gasoil200,0
best,gasoil200,0.0052365959
best,gasoil400,0.0052365958
bestdual,gasoil400,0
best,gasoil50,0.00523664
bestdual,gasoil50,0
opt,gasprod_sarawak01,-32445.40491
best,gasprod_sarawak16,-32271.21801
bestdual,gasprod_sarawak16,-32399.4
best,gasprod_sarawak81,-32273.00365
bestdual,gasprod_sarawak81,-32411.4
opt,gastrans,89.08584
opt,gastrans040,0
opt,gastrans135,0
opt,gastrans582_cold13,0
opt,gastrans582_cold13_95,0
opt,gastrans582_cold17,0
opt,gastrans582_cold17_95,0
opt,gastrans582_cool12,0
opt,gastrans582_cool12_95,0
opt,gastrans582_cool14,0
opt,gastrans582_cool14_95,0
inf,gastrans582_freezing27,
inf,gastrans582_freezing27_95,
opt,gastrans582_freezing30,0
opt,gastrans582_freezing30_95,0
opt,gastrans582_mild10,0
opt,gastrans582_mild10_95,0
opt,gastrans582_mild11,0
opt,gastrans582_mild11_95,0
opt,gastrans582_warm15,0
opt,gastrans582_warm15_95,0
opt,gastrans582_warm31,0
opt,gastrans582_warm31_95,0
best,gastransnlp,89.08584
opt,gbd,2.2
opt,gear,0
opt,gear2,0
opt,gear3,0
opt,gear4,1.643428474
opt,gen,112313.3627
opt,gen.mps.cuts,61498.0021
opt,gen.pre,58349.0903
inf,gen_inf,
opt,genpooling_lee1,-4640.082413
opt,genpooling_lee2,-3849.265424
best,genpooling_meyer04,1086187.137
bestdual,genpooling_meyer04,1055668.488
best,genpooling_meyer10,1086187.137
bestdual,genpooling_meyer10,747208.4247
best,genpooling_meyer15,943734.0436
bestdual,genpooling_meyer15,715695.34
best,ger50_17_trans,7479.5432
best,germanrr,47366588.8
opt,germany50-DBM,473840
opt,gesa2,25779856.372
opt,gesa2-o,25779856.372
inf,gesa2_inf,
opt,gesa2_o,25779856.372
inf,gesa2_o_inf,
opt,gesa3,27991042.648
inf,gesa3_inf,
opt,gesa3_o,27991042.648
inf,gesa3_o_inf,
opt,ggt1,3
opt,ggt1b,3
opt,ggt2,3
opt,ggt3,3
opt,ghg_1veh,7.781634885
best,ghg_2veh,7.770904543
bestdual,ghg_2veh,6.54559319
best,ghg_3veh,7.75400605
bestdual,ghg_3veh,5.876073526
opt,gkocis,-1.923098738
opt,glass4,1200012600
best,glass_q,45
best,glider100,-1255.058601
best,glider200,-1248.896362
best,glider400,-1247.974318
best,glider50,-244053.1445
opt,gmu-35-40,-2406733.3688
best,gmut-75-50,-14179882.9
best,gmut-77-40,-14171663.9
opt,go19,84
opt,gr137,67009
opt,gr202,38576
opt,gr4x6,202.35
opt,gr666,286428
opt,graphpart_2g-0044-1601,-954077
opt,graphpart_2g-0055-0062,-1484348
